nct_id,acronym,brief_title,is_anchor,anchor_label,overall_status,phases,study_type,enrollment,lead_sponsor,sponsor_class,elig_chars,elig_inclusion,elig_exclusion,min_age,sex,n_locations,n_officials,official_names,has_protocol,protocol_url,has_results,conditions,intervention_types,n_interventions,hr_pos,her2_neg,early_adjuvant,metastatic,in_scope,setting,quality_score,bucket
NCT04142892,ONAWA,Onapristone as Preoperative Treatment for Postmenopausal Women With Hormone Receptor + and HER2- Breast Cancer,False,,COMPLETED,EARLY_PHASE1,INTERVENTIONAL,10,SOLTI Breast Cancer Research Group,OTHER,7287,0,13,18 Years,FEMALE,4,0,,False,,False,Breast Cancer,DRUG,1,True,True,True,False,True,early_adjuvant,2.5,other
NCT04797728,ELIPSE,"Elacestrant in Preoperative Setting, a Window of Opportunity Study",False,,COMPLETED,EARLY_PHASE1,INTERVENTIONAL,23,SOLTI Breast Cancer Research Group,OTHER,7440,0,14,18 Years,FEMALE,4,0,,False,,False,Breast Cancer|Hormone Receptor Positive Breast Carcinoma,DRUG,1,True,True,True,False,True,early_adjuvant,2.5,other
NCT05333328,INTERSTELLAR,OFS in Premenopausal Node+ Breast Cancer With Low Genomic Risk,False,,RECRUITING,PHASE4,INTERVENTIONAL,418,Gangnam Severance Hospital,OTHER,234,5,2,20 Years,FEMALE,2,1,"Sung Gwe Ahn, M.D.,Ph.D.",False,,False,Breast Cancer|Estrogen Receptor Positive Tumor|HER2-negative Breast Cancer|Premenopausal Breast Cancer|Node-positive Breast Cancer,DRUG,1,True,True,True,False,True,early_adjuvant,2.5,other
NCT05736367,,Investigating the Metabolic Pathways in Hormone Receptor Positive/HER2 Negative Breast Cancer,False,,RECRUITING,NA,INTERVENTIONAL,16,"Rutgers, The State University of New Jersey",OTHER,1186,4,4,18 Years,ALL,2,1,"Coral Omene, MD, PhD",False,,False,Breast Cancer,DRUG,1,True,True,False,False,False,unspecified,2.5,other
NCT06484725,OnBRA,Oncotype DX in BRCA-mutated Breast Cancer Patients: Our Experience. A Retrospective Observational Monocentric Study,False,,COMPLETED,,OBSERVATIONAL,250,IRCCS San Raffaele,OTHER,411,3,4,18 Years,FEMALE,1,1,Oreste Davide Gentilini,False,,False,Breast Cancer|Genetic Predisposition,GENETIC,1,True,True,False,False,False,unspecified,2.5,other
NCT06856200,,A Study of Sirolimus (Albumin-Bound) in Combination With Palbociclib and Fulvestrant for the Treatment of Advanced Breast Cancer,False,,RECRUITING,NA,INTERVENTIONAL,36,Fudan University,OTHER,4189,9,9,18 Years,ALL,1,0,,False,,False,"Advanced HR - Positive, HER2 - Negative Breast Cancer|Resistant to (Neo)Adjuvant Endocrine Therapy",DRUG,3,False,True,True,True,False,mixed,2.5,other
NCT07052734,BC-MRS-01,Miti-gene Recurrence Score in HR+/HER2- Chinese Breast Cancer Patients,False,,COMPLETED,,OBSERVATIONAL,2843,Sun Yat-sen University,OTHER,934,0,0,18 Years,ALL,1,0,,False,,False,Breast Cancer,,0,True,True,True,False,True,early_adjuvant,2.5,other
NCT03841266,,Recurrence Risk Evaluation by 21-gene Detection,False,,COMPLETED,,OBSERVATIONAL,220,Xijing Hospital,OTHER,388,0,0,18 Years,FEMALE,1,0,,False,,False,Relationship and Consistency Analysis,DIAGNOSTIC_TEST,1,True,True,True,False,True,early_adjuvant,1.5,other
NCT05488145,,A Feasibility Trial of a Web Based App Intervention in Hormone Positive Breast Cancer Patients to Improve Adherence to Endocrine Therapy,False,,TERMINATED,NA,INTERVENTIONAL,21,Emory University,OTHER,453,5,1,18 Years,ALL,4,1,"Jane L. Meisel, MD",False,,False,Anatomic Stage I Breast Cancer AJCC v8|Anatomic Stage II Breast Cancer AJCC v8|HER2-Negative Breast Carcinoma|Hormone Receptor-Positive Breast Carcinoma,OTHER,4,True,True,True,False,True,early_adjuvant,1.5,other
NCT07379918,SiMoSein,Real-life Evaluation of Endopredict® in Early HR+/HER2- Breast Cancer,False,,RECRUITING,,OBSERVATIONAL,1000,Assistance Publique - Hôpitaux de Paris,OTHER,358,1,1,18 Years,FEMALE,1,0,,False,,False,Breast Cancer (Early Breast Cancer)|Breast Cancer Survivors|Breast Cancer Prognostic|Early Hormone Receptor-positive (HR-positive)|HER2-negative Breast Cancer,OTHER,1,True,True,True,False,True,early_adjuvant,1.5,other
